,C3L-02665,C3L-01663,C3N-02575,C3L-02546,C3L-00965,C3L-02963,C3N-04162,C3L-02646,C3N-02285,C3N-03875,C3N-03424,C3N-01017,C3L-00081,C3L-02649,C3L-01838,C3N-02252,C3L-03963,C3N-03072,C3L-02969,C3N-03662,C3N-03051,C3N-02434,C3L-02127,C3N-02339,C3L-03961,C3L-04391,C3L-02619,C3N-02494,C3N-03880,C3N-03092,C3L-02669,C3N-03877,C3N-01846,C3L-02964,C3N-00247,C3N-02288,C3L-01606,C3L-02164,C3N-02374,C3N-02675,C3N-02523,C3L-02130,C3N-02426,C3N-02284,C3L-00923,C3N-03486,C3N-04127,C3L-02951,C3L-02629,C3L-04013,C3N-00221,C3L-00568,C3N-04155,C3N-01025,C3L-02552,C3N-02375,C3L-02660,C3L-01884,C3N-02300,C3L-01285,C3L-02627,C3L-00993,C3N-02425,C3L-02170,C3N-00555,C3N-01893,C3N-03093,C3L-01455,C3N-03848,C3L-02968,C3N-03204,C3L-00445,C3N-02283,C3N-02289,C3L-03962,C3L-03272,C3N-01411,C3L-00415,C3N-03882,C3L-01000,C3L-02650,C3L-02358,C3L-02168,C3L-02625,C3N-01028,C3N-02435,C3N-03441,C3L-04071,C3N-01020,C3N-00497,C3N-01194,C3L-02648,C3L-03678,C3L-02891,C3L-00927,C3N-03886,C3L-04014,C3N-03076,C3N-03425,C3L-02163,C3N-04124,C3L-00904,C3N-00211,C3N-01892,C3L-00603,C3L-03965,C3N-03851,C3L-02349
PDK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEK1,22.4908664440024,22.194866785846852,21.94043949571503,22.182474590469713,22.33923529607352,21.614078924342838,21.894099953650166,21.999851543645377,21.81254432647403,22.083699688066933,22.16784095717464,22.263254684742677,22.27780120925787,22.368655585070695,22.128179621470974,22.280332023165517,22.104796065626136,22.33445492934486,22.230379990969187,21.893527907066087,22.506536133386415,22.127663480149174,22.24245506684167,22.12728673967784,22.151571341067367,21.908269362926607,22.312946852683087,22.03734015313735,22.068357066635183,22.09098045708579,21.911940733197735,22.040300364834476,21.913897736383475,21.97364955159646,22.026716710862324,22.160514297109863,22.172538052651447,22.068500493671817,22.108925122479768,21.409013144833594,21.910846098460528,21.71017688871328,21.56473947879842,21.86389788264194,22.31974123377972,22.28402090144221,22.18361539326875,22.214635754086697,22.209236353654095,21.814040622983892,22.40223622304091,21.888290856253622,22.397188391965635,22.233385718404808,21.932399954175906,22.264885543368464,22.09952821245498,22.1750411272564,22.169337468143997,22.313246597581703,22.45024235997216,22.30378816138057,22.239981436671297,22.049227514660632,22.110589432188807,21.792964171616074,21.846621679258757,21.751734166404844,21.70689439635445,21.734517828964012,21.888036110157504,21.79699980065373,21.64369192791645,22.05697571158243,22.12601396663783,22.050258573598725,22.335877824424177,21.93292666495807,22.22222641867046,22.16756670895027,22.11340036036576,22.124593948795155,21.912285304243877,22.392904235380833,22.10026563738451,22.024896530109718,22.11182938268665,22.444979145851594,21.748757415118405,21.985771096061946,21.950479311738476,21.973120082640623,22.034156888090223,22.12775079026555,21.876292286639686,22.300028529946992,22.301898087622877,22.168695081343404,22.144285888706605,21.909027160742863,22.012788658528724,21.985008771463967,21.886208700663524,21.719645743483337,21.99698024612408,21.767954776647258,21.89619799586646,21.702166348068445
VRK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YES1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARK3,21.880949300525124,21.820705870392572,22.234372700351273,22.2746950141494,22.2011668527279,21.997343774936773,21.983023581829723,21.721217012342578,22.154935955432876,22.112002919049626,22.7399323637874,22.255486216556196,22.38195178839283,22.5710055856416,22.166638850882297,21.947469872514926,22.268088128341976,22.303427466635526,22.43542263967055,21.72829551042005,21.57801292861967,20.471645273341867,20.93713536742357,20.902691913032466,21.859840067371398,21.7196967966299,22.47178962418725,21.825069810716805,21.674817694978476,21.3051256013754,22.20282186431285,22.338568836042775,22.0418146169912,22.398984627009472,22.065888960275423,21.098468985723933,22.090265892974063,21.7970605549074,21.736603768095033,21.306725929980225,22.11761282574728,22.4503317694883,22.471709194120525,22.345037926562725,22.525434978489223,22.183637945180102,22.499893028295553,22.584445225229423,22.168456440381824,20.83640583335262,21.184861523630325,21.200339266189776,21.2517633584416,21.140856708376354,22.214971571164075,22.41038926717605,21.9192708529871,22.042852451124126,22.003915728607097,22.050268008576403,22.678904369770375,22.437579625211274,22.2613580841052,22.218293017063452,21.879108543336503,22.10996753244474,22.38883000459548,21.852168588800783,22.417370446814196,22.188408381743727,22.2398987882661,22.047018317511302,21.685238483323477,21.81320178930056,22.098524628967077,21.82861964039104,21.84083440158802,22.146907208463222,21.420734380174736,21.980125690778802,21.970618403928267,21.1868261721917,21.739059850424866,21.459668768678796,21.0572979049907,21.2581271461197,21.173072848117375,21.26084467664895,21.57571737277085,21.738700274208973,21.56310498265725,21.7707720288062,21.258712706652872,22.311601807289097,22.004778844652822,21.52958922529617,22.007387993552626,21.483335203712,22.029879894569135,21.345442866470034,21.723711271472766,21.552487079767563,21.402404048760065,22.310585786879063,21.911046493829,22.05055128668043,22.75108609246,21.727218825344767
LRRK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPK3,23.846134631894632,23.15840643656797,22.870029773453865,23.487017150159165,23.3988586857395,23.001599637364436,22.884690453910597,23.4054963105861,22.9308243234439,22.821441165885602,24.76309352254075,25.5197025763021,24.41952337839295,25.16802489192205,25.23864575065445,23.6519757058537,23.0603137724987,23.744256453764503,23.233542770569766,22.976406299362235,22.66913252512317,23.4252271045645,22.641955586697236,23.211071735728765,23.096361863214298,25.0172411739917,25.2661431040485,24.755884257339353,25.275349226100353,25.1659017072488,24.271261229347733,23.181641572407866,23.165982003760632,23.521392871890068,23.634782627182233,25.184588465296,25.84749534939515,25.00544516772655,24.5798906171894,23.600369646281496,22.706742543611266,22.751496657815803,22.83236759178473,23.384086244740597,21.145185044134468,23.071020808085603,22.892140365571866,23.056528026705298,23.6922159797775,22.513378933015233,23.1528769367924,23.548302719820597,22.619389467235333,23.164737684745102,24.91028741158965,25.213123815297,25.10621241129035,26.00784073963365,25.080621292195453,25.55593489670395,25.47073076939515,25.14110494842695,24.99186203868595,24.774491090525252,26.353938858575198,25.7224334132091,25.191415255954148,25.296680477184,25.190694034384002,26.0692109848977,25.722273063075647,25.627020673812197,24.7638844956005,24.91831598430855,25.66910574515535,25.207315818583147,26.23825754153315,24.5818304568406,23.228928782030035,23.38150890269797,23.704138099861932,23.4444875437226,23.64836121834483,23.707634113831464,23.751520948811834,24.6323312116126,23.119089308095067,22.922435290325897,23.7542913713929,22.863935746486167,22.829382996520337,23.2321699897655,22.9047515059754,22.600935184455466,23.576666703798995,22.461266221074634,23.543600472485867,22.845193813603768,23.00361168616497,23.452027050844034,23.695790629439433,23.944975644253365,23.6940372130471,22.744962439491132,23.0894320082397,23.3704985495332,23.2171943771978,23.468072418475003
ARAF,22.770858913517568,22.450154418969934,22.346870254696935,22.34443021900047,22.656938270623268,25.6880500271101,25.0784809691615,25.3504670728381,25.43803735335105,25.0435755050959,25.4486312569893,24.8996033644115,25.2927785636229,25.4424167897834,24.973781844627098,22.6076100537389,22.907644289710902,22.452890014855836,22.685398444516604,22.2505352562071,25.64384446519035,25.42659978394045,25.2964454229612,25.507830231558202,25.34913458222495,25.6651374551109,25.1136152191944,24.8091791688726,24.94865552995905,25.44009228885485,24.99042888588875,24.614546981672,25.20192789569395,25.47284073215835,25.1208964169629,24.76274825512435,25.12427647925285,25.36541890416735,25.49727413308975,22.480847228291868,23.357714062711366,23.107440380093564,22.469643984703833,22.891962385039434,25.361697264075453,25.2843385343979,25.231043021517152,25.2176871450222,25.54494896531805,23.347139972371735,22.6503421051361,22.789173726517063,22.612777883551235,22.665007711927867,22.636307544488332,22.262077159338034,22.856105942953267,23.150139388741533,23.154264728090634,22.23341158433223,23.241679985452933,22.53878361290403,22.6429334786837,22.473572742961334,23.16374593168513,22.665629224877268,23.17746400115,22.908661153809636,24.914049836361897,24.7816840570358,24.8532368810831,24.7943215280017,25.001241715982452,22.695292729152737,22.717199250403734,22.59979650870133,22.651355378503798,23.165234389065333,26.1062476675567,25.47445568372335,25.116302312467603,25.5139628152564,25.367278933281803,25.1830288443947,25.3316773463943,25.204295201066202,25.1302519817831,24.820690199751702,26.306138061463102,25.00879966394755,25.354301994341952,25.3923970922513,25.35545328674095,25.0872537934708,25.7429705147429,25.217697723534002,25.254917239623552,24.42003785491285,22.745893219550798,22.643152554584134,22.5832620790823,23.0246569677382,23.229492055089366,22.9345537843418,23.2796830367745,22.856318477681867,22.662244441890568,22.758318863794738
RPS6KB2,28.182958890908978,27.492064697129774,26.785203346142204,26.98480093793905,26.734727006091823,25.647204129967996,25.168541151658104,25.77736861630578,25.96403766527942,25.772652438923398,24.979022991032117,25.49783855608948,24.6848468177287,25.016759035098524,25.32342840916656,26.792523711889373,26.32034901661745,26.499254391375572,26.0615640075673,26.423164149977225,27.594708970682174,26.922574759573273,26.337204638840447,26.530424899443723,26.743057647472774,24.64872057281564,25.181747296340717,24.91024515053764,24.557063988419397,25.11911273680022,24.729087102321422,24.711253148081983,25.33982814240818,25.492501279443637,25.666109303023937,26.389705980364052,26.96340932422665,26.695509993058824,26.808136894386575,26.586247907003976,26.103096426615828,27.0846475579331,26.339477540538375,27.45832563848305,24.652637967070024,24.812959536566378,25.383979762256264,25.44912946954658,25.338760210148358,25.1652612147272,24.120137752268334,25.114440728632236,25.11791944709007,25.0998246579356,26.494659718298703,26.583398447727024,26.715796520746174,27.5562347177763,27.386100199792274,24.713632876731282,25.6737212686867,25.217330319308918,24.80940288596254,25.3578401400721,25.3361505670931,25.67395043700438,24.900806801711518,25.0078236774966,24.895162280594278,24.87303054981674,24.98639688782774,24.80294213236338,24.91005267380988,25.433770881501896,25.052933761141798,25.0654186199064,25.363953086555103,25.494527623218158,25.01739088635038,25.262662847743602,25.73189043430076,25.967970929003098,24.986969134529783,26.54458157884155,27.129862652535177,26.4731745983513,26.970483269301123,26.711449603742924,25.1956220943677,24.578757539260423,25.35674081040148,25.12785399924282,25.340000617694837,25.06468064485536,24.76301512746424,25.24436272438006,25.33786269759964,25.452484268951377,25.570572931447803,25.038181082408222,25.0416416624369,25.44600127811624,25.2703288939343,25.23310412284512,25.37627043889496,25.07794981207894,25.19345685034834,25.8230916826528
GRK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAOK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP4K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIOK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUAK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAOK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPK9,22.24247135121617,22.175284128311542,21.783507274925885,21.981631277215428,22.250344041301627,21.227271658890572,21.185796241096607,21.745515396414138,21.772687904057186,21.67540463270859,21.1304316289746,21.297153881535266,21.44396141220238,21.21005079542499,21.112262483429916,21.89928849084284,21.534045839350473,21.9821042351267,21.578083571789033,21.66339973020081,21.58661099673497,21.63721694816119,21.826102255668903,21.900711811546785,21.485733550202003,21.067860390844274,21.07059833776755,21.37364843177377,21.275027206722037,21.061720438368184,21.547788323840223,21.26762068852592,21.42897596119108,21.11365985796746,21.29160291787172,21.625596882577614,21.80209313887033,21.633008905828984,21.828830018339975,21.487746430882897,21.526171381824877,21.535756063996057,21.455016116754162,21.65815925269147,20.99940341385896,21.410248189280313,21.029442538872722,21.07652342834982,21.105552319944533,21.136043016926795,21.590771321508896,21.611793425277348,21.662847047409667,21.589334800461053,20.458372043509534,21.176790668590133,20.876489978361445,20.771023463108428,21.074310489941322,21.702791884490175,21.63382204062163,21.656688101660503,21.751788169082438,21.811443637746134,21.038580470659543,20.947755883634876,21.238202688718992,21.117375396033307,20.904042135303165,21.38514225013859,21.067548040755174,21.220621283074017,21.139688362979083,21.453449309340222,21.678577093940493,21.609945425345146,21.65401819198128,21.358769040552463,21.524922836170667,21.788535171423952,21.387828954420122,21.53710218848586,21.364278056083254,21.38069279695173,21.488158665225168,21.411360466638303,21.731522459399052,21.72792940739463,21.132678857134128,21.270519892060726,21.128556700596164,21.070170392129683,21.293579381868863,21.170460115708906,21.4360298171133,21.548837160088866,21.264924294057572,21.413572154922484,21.65193755342002,21.315205011080092,21.317377361226317,21.30734440527691,21.179849089761436,21.222822748779333,21.427370949080743,21.434046456751894,21.615525104098218,20.96898680552631
TBK1,23.06603919511266,22.56083648071626,21.74075205383452,22.4954796400523,22.053489398477723,21.400878112312025,21.051408293040375,22.3759703381095,22.04418616407575,22.202703470595697,23.4964603021852,22.98631072799437,22.8602494369175,23.39992866102273,23.199544537217466,21.751896358598042,20.72393466590416,20.919609451194805,21.172396036479302,20.68821214487587,20.942672799016155,20.503312358768344,20.597303327686983,20.747542037643218,21.13437610718343,21.030105639399935,22.382866313355688,21.8493313339039,21.552101168539252,21.853515756744553,21.698440176686116,21.555331474356734,22.18382227850987,21.772906286138454,22.912760901508648,22.20382771711668,22.85470380099236,22.90810167268078,21.9901987194091,22.801983211870922,22.496231962418697,22.250827479173683,22.16983705624038,21.941607116939277,21.89300225945996,21.3588879267701,21.22577271495564,21.768425034822037,21.483179237154438,21.170832813093,21.745236676479333,21.76394127239495,22.150198082297788,21.738431799941434,21.071031509174,21.39014253455254,21.43791179338598,21.359975593639838,21.135685910337223,20.04964010221317,21.580089067389427,20.669683558096214,20.30144101008431,21.100212873512373,22.467846118343598,22.749152454771902,22.52909638620873,22.7432653328661,21.821907828953478,22.19735337345474,22.15418895475722,21.3957905581576,21.059195152369362,22.015321031839864,21.325350339232266,22.0136285431331,22.04981443203272,21.446897025660334,20.92266379198064,20.3378245046301,20.74384199706334,19.76408157651668,19.89654504381728,22.556702832831018,22.061814829736118,21.7420615184552,21.921360752403263,22.709647272098067,20.646788443884297,21.069983496786097,20.626987272374166,20.508955109738032,20.568281820371883,21.261682174173824,20.013785701098243,20.6838365594951,21.376533844165298,20.663627983597202,21.429238035632753,21.117925242100885,21.40550174716343,21.404410305398454,21.066439764671514,20.960046889131227,20.6760969704439,20.99621216909113,20.97429595233797,21.491326211966285
KDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AURKB,22.68455152619761,22.71039960649795,21.973259035960996,22.502359618566494,22.630349190179945,21.346595947989243,22.280646804512692,22.638035946283583,22.48915853704177,22.793610026500655,22.060638801249226,21.95054408315032,21.996599940264414,22.11651175477202,21.64622308785164,22.379813010932136,21.899564930750678,22.23092328367461,22.346025667799488,21.561303207265695,22.76325530372362,22.234086016953636,22.604026206023057,22.31090037916118,22.450418446266042,22.28162322212406,22.740208247908765,22.599333615678468,23.003064875782304,23.05729365960473,22.17432683985725,22.24503034386461,22.119305992758036,22.41343547935424,22.773893925310748,22.86083056413176,22.47324003158804,22.48164791614561,22.616964744282203,21.905209475568018,22.27082281993014,21.90972073110179,21.924304711216973,21.887195401053077,22.567417413844147,22.551006812566335,22.633158904055897,22.50497348649994,22.725009010514874,22.124508230355442,23.0694308997504,22.166036568375713,22.51761667596533,22.324232586539825,22.226637662437604,22.353539434820163,22.453441398139844,22.14760297967659,22.371152650576285,22.18686194566821,22.10569811241353,22.314144936742746,22.435255762097523,22.24756546656646,22.187527569659757,22.618365008302032,22.637551378333445,22.34249335974201,22.34529149557587,22.29176747416352,22.453500816663958,21.82466671573877,21.900607372170597,22.78697923289397,22.646265684999932,22.5809380143715,22.6639453100254,22.298339560615435,22.722250593572365,23.372342070433614,22.785985725969706,22.762168724447285,22.196241710568295,22.939268403748155,22.4703776081793,22.38974544070718,22.74005311722509,23.12937174451785,22.038001668543792,22.805724705066822,22.725611115572914,22.66460157545054,22.407393056166793,22.57617482088896,22.37898348601199,22.772806966202126,22.89188360698091,22.685326505841918,22.676485589385724,22.29281533927704,22.903375234704995,22.5381541213139,22.415205175471232,21.83715200858315,22.626304717243745,21.88660831755241,22.38316621662557,21.553091572110766
CLK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSSK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRKCG,24.7967076872049,25.570171770323373,24.8082252110255,25.367414805977525,25.006992162349825,24.050819748748527,23.8705535679753,25.15914686681735,25.102806262599174,25.86394970965075,24.809859548797473,24.647822316299298,24.441707220315152,24.53907005003975,24.2751390069091,24.6327584370773,24.363263800583177,25.35117076519265,24.011321712928172,24.248614249901326,23.916169012403678,24.438079488341728,23.492218191760337,24.166257776448273,23.2484676453443,22.807536151741,24.11399154209072,23.533551151778596,23.28650923418182,23.74130886221112,23.53058726698162,23.7638613299148,23.78404900808148,24.1755454094411,23.929164953696677,24.034501787014403,23.85511814889486,23.4987769268989,23.582351812932682,24.32988643577016,24.333111772306104,23.845186238695458,24.5027321423619,23.60380999713496,24.440814795319724,24.462449887350175,24.908172133515777,24.402655818567673,24.45566103311395,20.860810383348063,22.43861194212284,21.550254261483417,21.67976643398888,21.23063415253978,21.8291087477285,21.759713409053347,22.262796605825002,21.839327726265633,22.37840343465075,20.951807071436043,22.286004902618497,22.222405091313686,22.05974729637101,21.98167813834537,21.943328311536586,22.086986200744203,22.240271062970866,22.28469650576775,22.968343622741035,22.5420263545905,22.63810559090325,21.793631607155863,22.41450137059878,24.674605681862673,24.677793272668026,24.21416924764027,24.51675719411315,25.336510171224226,22.068929001305104,22.716136216729165,22.612438079373984,22.937894601103665,21.809674397901386,21.433147855799515,21.046707187136672,21.484564489024542,22.074877489275515,22.119167893926488,21.071533486109217,21.815180777459506,22.141687337919702,21.250142804647787,21.525932441889857,22.060743958707732,21.4701004111003,22.63221885833452,22.36653494529082,22.58134891771955,21.887111371843613,21.10938126679694,22.461377282175228,21.463047683462754,21.0110165372334,22.220041907789057,21.795503285076904,21.269866108659215,21.258063016420056,21.267651390781
PRKCA,21.917132208660345,22.35933965607876,21.852300656232273,22.289988279142765,21.922360321246618,21.780117832532312,21.58400746640752,22.298245276708162,22.43733267073607,22.341515001336283,23.055687786395982,22.4529735579901,22.336105703202914,22.459440052191745,22.728398671544344,22.42707489171218,22.23225621619542,22.470525111573476,22.32348602618784,22.17181981053603,22.018362985382456,21.66770858043479,21.789690634963446,21.882919901281568,22.12111622763389,22.427174435010528,22.97455435744566,22.82912051825052,22.51160491620955,22.863346189976706,22.07669202009767,22.021233135513757,21.97463057089522,22.188552113189743,22.32169418152947,22.02437725341572,21.88646716694089,22.04268331403077,21.596574655878968,22.701396498354676,22.128771358110676,22.237844990316603,22.523355886739825,21.716840299699278,21.8911870277145,21.50873799915554,22.063658934069725,21.838274946634975,21.70558954822383,20.892707754025338,21.729138151205415,21.55553819400794,21.553293238761444,21.203000921499545,21.722772715283018,21.434329035260134,21.828946358757708,21.49234638394019,21.814738631204445,20.898853304304506,21.544748807926585,21.347399573222486,21.509659687424442,21.74734238447558,21.523174195743294,22.066375628412235,22.363301277589166,22.094186541430485,22.46997459966263,22.296702388536442,21.953041786990422,21.627682632018725,21.596044128905074,22.353715153228883,21.95815467879059,21.709107688000486,21.505141715816702,22.217414508371753,21.756417917363954,22.3855397691515,22.356802390744253,22.41356334754635,21.978414314266242,21.718796276294768,21.72306973441568,21.616117464729257,22.43903629793172,22.605158963476775,22.35575779325609,22.6910163994646,22.649573629868062,22.26266201016086,22.1395599910644,22.6890099603381,22.041032233279427,22.495975367007528,22.765062066158638,22.748627012297916,21.932498411898887,21.66884401363411,22.211691961854278,21.853462493409584,21.79216321720788,22.135425614253304,21.928936713683235,21.76888701923663,21.812082009752363,21.7759652682015
PRKAA2,23.37057572519924,22.828426822374457,23.78003992123628,23.01821409328866,22.84406998373542,23.112104618114326,23.2888087715651,23.14284350856205,23.872751511158103,23.2199794866459,23.3023454104868,23.425714985838976,23.25959852076148,23.203135309114675,23.022254285920425,22.67167245090678,21.74099920136532,22.51594822248126,21.89960967786576,22.048276234733457,25.0533658323411,25.104341460800168,25.186056804047734,24.353450386970668,24.409881578431737,22.238876844986297,22.1381020615754,22.15197973530748,22.396450543192817,22.409198264299903,22.7254314525153,23.230158776731177,23.224768195516173,22.93154160336735,22.867328810602952,22.758898727722425,23.03123941271422,22.546996932223696,23.0554804418333,22.948743323440652,23.915874993469775,23.03924590549125,22.829770347501626,23.2916995923322,22.794869738619685,22.9431367961168,23.13522900716818,22.959694041063667,22.464258039148234,22.37334650607252,23.29242668535635,22.62115920269105,22.919759300567335,23.09431958350804,21.82585031213288,22.36876061072104,22.14686199229788,22.48764236165952,22.69742381456466,22.02153670445123,22.447108741365074,22.33721460864486,22.93029737272577,22.600972576551698,22.644296701789035,23.176446765299914,22.561288989805135,22.385635989745982,23.5778696945153,23.950063094247646,24.269741160554524,23.256569731469675,23.291844661892,22.22938263327546,22.5254267618052,22.929266078801398,22.47181447038372,22.689445216978935,23.156783625564874,22.10568604921,22.5302510951513,22.767763359975177,22.668904541961826,22.917836581741337,22.508995490830298,22.244813366697198,23.04890118398898,22.64607916948274,23.22984743533138,22.9945724496779,23.42746298428792,23.5196029016554,23.02141513731234,23.615875313749296,23.20008318270974,22.852913468496357,23.45159490886254,23.70478311705562,23.1372385184637,22.15491548296737,22.672221625544534,22.47278616121562,21.771188787188567,23.83556326257828,23.55350363214868,23.15110974753202,22.92779128727612,23.355538827968097
CSNK1E,,,,,,21.0693734894584,22.0020279944375,21.0376369024996,20.2543279875321,21.42525475684,20.9848286077266,21.3239792035111,21.3257168551037,21.7594056732609,21.4117612874432,19.54841877089925,19.4655677888287,19.189638792276902,19.6556112679042,20.254049180815848,21.7329505375754,22.3363071097775,21.7880417570307,,20.7480588754729,19.92169420842005,18.2460835866208,19.05351639457725,20.02681758337295,19.412176550047,,,,,,22.75670320786065,22.673731510854303,21.70473344244595,23.050908767904552,20.9851271072119,20.7450573939132,20.8119094399221,20.5037373107691,21.1472506555796,18.82650477838235,18.9301621011836,19.386271872699147,19.98110803663335,19.3560058993877,,,,,,23.7599704604909,24.163020526907,23.0693859160466,24.1851350948281,24.0784401365912,22.699159155746052,22.699723455127753,22.715784189014748,23.5736642490629,22.5029312925826,19.7959313521615,18.280186217064,19.8623217806957,19.639330927479648,21.122458369842832,20.940415465424834,21.4827119739101,21.417446081422998,20.741113730504335,20.7939428822277,20.920055889930097,21.353618294635535,21.038701634601598,20.845615626908966,21.6776258145213,21.4374277225206,20.7680435290543,20.843446343105,21.2003434030861,,,,,,21.6740895464398,21.3901240948248,21.4860065010495,21.6035826564996,20.5503827717987,20.2221366299104,22.0714975478754,21.6859914350781,20.9665833051626,20.8593077538759,19.6135129890267,19.5639231474497,19.43504729760885,19.6853363683936,19.7529984183011,21.001960737732364,20.550281818546,21.17445361471827,21.181996150970534,21.3069296809071
STK10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
